"id","day","drinks","gender","weekend","fratsor"
16,9,0,1,1,0
16,10,0,1,0,0
16,11,0,1,0,0
16,12,0,1,0,0
16,13,0,1,0,0
16,14,0,1,0,0
16,15,0,1,1,0
16,16,0,1,1,0
16,17,0,1,0,0
16,18,0,1,0,0
16,19,0,1,0,0
16,20,0,1,0,0
16,21,0,1,0,0
16,22,0,1,1,0
16,23,0,1,1,0
16,24,1,1,0,0
17,1,0,1,0,1
17,2,0,1,0,1
17,3,0,1,0,1
17,4,0,1,0,1
17,5,5,1,1,1
17,6,11,1,1,1
17,7,0,1,0,1
17,8,0,1,0,1
17,9,21,1,0,1
17,10,0,1,0,1
17,11,0,1,0,1
17,12,0,1,1,1
17,13,0,1,1,1
17,14,0,1,0,1
17,15,0,1,0,1
17,16,0,1,0,1
17,17,0,1,0,1
17,18,0,1,0,1
17,19,0,1,1,1
17,20,5,1,1,1
17,21,0,1,0,1
17,22,0,1,0,1
17,23,0,1,0,1
17,24,0,1,0,1
17,25,0,1,0,1
17,26,0,1,1,1
17,27,3,1,1,1
17,28,0,1,0,1
17,29,0,1,0,1
17,30,0,1,0,1
18,1,0,0,0,0
18,2,0,0,0,0
18,3,0,0,1,0
18,4,0,0,1,0
18,5,6,0,0,0
18,6,0,0,0,0
18,7,1,0,0,0
18,8,1,0,0,0
18,9,0,0,0,0
18,10,0,0,1,0
18,11,0,0,1,0
18,12,0,0,0,0
18,13,0,0,0,0
18,14,0,0,0,0
18,15,0,0,0,0
18,16,0,0,0,0
18,17,0,0,1,0
18,18,0,0,1,0
18,19,0,0,0,0
18,20,0,0,0,0
18,21,0,0,0,0
18,22,0,0,0,0
18,23,0,0,0,0
18,24,0,0,1,0
18,25,0,0,1,0
18,26,0,0,0,0
18,27,0,0,0,0
18,28,0,0,0,0
18,29,0,0,0,0
18,30,0,0,0,0
19,1,4,1,1,0
19,2,0,1,0,0
19,3,0,1,0,0
19,4,0,1,0,0
19,5,0,1,0,0
19,6,0,1,0,0
19,7,4,1,1,0
19,8,4,1,1,0
20,1,0,0,0,1
20,2,0,0,1,1
20,3,0,0,1,1
20,4,0,0,0,1
20,5,0,0,0,1
20,6,0,0,0,1
20,7,20,0,0,1
20,8,2,0,0,1
20,9,2,0,1,1
20,10,2,0,1,1
20,11,0,0,0,1
20,12,0,0,0,1
20,13,0,0,0,1
20,14,0,0,0,1
20,15,0,0,0,1
20,16,0,0,1,1
20,17,2,0,1,1
20,18,0,0,0,1
20,19,5,0,0,1
20,20,0,0,0,1
20,21,0,0,0,1
20,22,0,0,0,1
20,23,0,0,1,1
20,24,0,0,1,1
20,25,0,0,0,1
20,26,0,0,0,1
20,27,0,0,0,1
20,28,0,0,0,1
20,29,0,0,0,1
20,30,0,0,1,1
21,1,0,1,1,0
21,2,0,1,1,0
21,3,6,1,0,0
21,4,0,1,0,0
21,5,0,1,0,0
21,6,0,1,0,0
21,7,0,1,0,0
21,8,0,1,1,0
21,9,8,1,1,0
21,10,0,1,0,0
21,11,0,1,0,0
21,12,0,1,0,0
21,13,0,1,0,0
21,14,0,1,0,0
21,15,5,1,1,0
21,16,0,1,1,0
21,17,0,1,0,0
21,18,0,1,0,0
21,19,0,1,0,0
21,20,0,1,0,0
21,21,0,1,0,0
21,22,0,1,1,0
21,23,0,1,1,0
21,24,0,1,0,0
21,25,0,1,0,0
21,26,0,1,0,0
21,27,0,1,0,0
21,28,0,1,0,0
21,29,0,1,1,0
21,30,0,1,1,0
22,1,0,1,0,1
22,2,0,1,0,1
22,3,0,1,0,1
22,4,0,1,0,1
22,5,10,1,1,1
22,6,0,1,1,1
22,7,0,1,0,1
22,8,0,1,0,1
22,9,0,1,0,1
22,10,0,1,0,1
22,11,0,1,0,1
22,12,0,1,1,1
22,13,10,1,1,1
23,1,0,0,0,1
23,2,0,0,1,1
23,3,5,0,1,1
23,4,0,0,0,1
23,5,0,0,0,1
23,6,0,0,0,1
23,7,0,0,0,1
23,8,0,0,0,1
23,9,0,0,1,1
23,10,0,0,1,1
23,11,0,0,0,1
23,12,0,0,0,1
23,13,0,0,0,1
23,14,0,0,0,1
23,15,0,0,0,1
23,16,0,0,1,1
23,17,0,0,1,1
23,18,0,0,0,1
23,19,0,0,0,1
23,20,0,0,0,1
23,21,0,0,0,1
23,22,0,0,0,1
23,23,0,0,1,1
23,24,0,0,1,1
23,25,0,0,0,1
23,26,0,0,0,1
23,27,0,0,0,1
23,28,0,0,0,1
23,29,0,0,0,1
23,30,0,0,1,1
24,1,0,1,0,0
24,2,0,1,0,0
24,3,0,1,1,0
24,4,5,1,1,0
24,5,5,1,0,0
24,6,5,1,0,0
24,7,4,1,0,0
24,8,0,1,0,0
24,9,0,1,0,0
24,10,0,1,1,0
24,11,6,1,1,0
24,12,6,1,0,0
24,13,0,1,0,0
24,14,5,1,0,0
24,15,0,1,0,0
24,16,0,1,0,0
24,17,10,1,1,0
24,18,0,1,1,0
24,19,0,1,0,0
24,20,0,1,0,0
24,21,0,1,0,0
24,22,0,1,0,0
24,23,0,1,0,0
24,24,0,1,1,0
24,25,0,1,1,0
24,26,0,1,0,0
24,27,0,1,0,0
24,28,0,1,0,0
24,29,0,1,0,0
24,30,0,1,0,0
25,1,0,0,1,0
25,2,2,0,1,0
25,3,0,0,0,0
25,4,0,0,0,0
25,5,2,0,0,0
26,1,0,1,0,1
26,2,0,1,0,1
26,3,0,1,0,1
26,4,0,1,0,1
26,5,0,1,0,1
26,6,0,1,1,1
26,7,0,1,1,1
26,8,0,1,0,1
26,9,0,1,0,1
26,10,0,1,0,1
26,11,15,1,0,1
27,1,2,1,1,0
27,2,0,1,0,0
27,3,1,1,0,0
27,4,16,1,0,0
27,5,0,1,0,0
27,6,0,1,0,0
27,7,3,1,1,0
27,8,2,1,1,0
28,1,0,1,1,0
28,2,0,1,0,0
28,3,0,1,0,0
28,4,0,1,0,0
28,5,0,1,0,0
28,6,0,1,0,0
28,7,0,1,1,0
28,8,0,1,1,0
28,9,8,1,0,0
28,10,0,1,0,0
28,11,4,1,0,0
29,1,0,0,0,1
29,2,12,0,1,1
29,3,10,0,1,1
29,4,6,0,0,1
29,5,21,0,0,1
29,6,10,0,0,1
29,7,2,0,0,1
29,8,0,0,0,1
29,9,12,0,1,1
29,10,0,0,1,1
29,11,0,0,0,1
29,12,0,0,0,1
29,13,0,0,0,1
29,14,0,0,0,1
29,15,0,0,0,1
29,16,0,0,1,1
29,17,0,0,1,1
29,18,0,0,0,1
29,19,0,0,0,1
29,20,0,0,0,1
29,21,0,0,0,1
29,22,6,0,0,1
29,23,10,0,1,1
29,24,0,0,1,1
29,25,0,0,0,1
29,26,0,0,0,1
29,27,0,0,0,1
29,28,10,0,0,1
29,29,0,0,0,1
29,30,0,0,1,1
30,1,4,0,1,0
30,2,0,0,0,0
30,3,0,0,0,0
30,4,4,0,0,0
31,1,7,0,1,1
31,2,0,0,0,1
31,3,2,0,0,1
31,4,0,0,0,1
31,5,0,0,0,1
31,6,0,0,0,1
31,7,0,0,1,1
31,8,0,0,1,1
31,9,0,0,0,1
31,10,1,0,0,1
31,11,0,0,0,1
31,12,0,0,0,1
31,13,0,0,0,1
31,14,0,0,1,1
31,15,0,0,1,1
31,16,8,0,0,1
31,17,0,0,0,1
31,18,0,0,0,1
31,19,0,0,0,1
31,20,0,0,0,1
31,21,0,0,1,1
31,22,0,0,1,1
31,23,0,0,0,1
31,24,0,0,0,1
31,25,0,0,0,1
31,26,0,0,0,1
31,27,0,0,0,1
31,28,0,0,1,1
31,29,0,0,1,1
31,30,0,0,0,1
32,1,5,1,1,0
32,2,2,1,1,0
32,3,1,1,0,0
32,4,1,1,0,0
32,5,0,1,0,0
32,6,0,1,0,0
32,7,2,1,0,0
33,1,0,0,0,0
33,2,0,0,0,0
33,3,0,0,1,0
33,4,19,0,1,0
33,5,1,0,0,0
33,6,0,0,0,0
33,7,0,0,0,0
33,8,0,0,0,0
33,9,0,0,0,0
33,10,0,0,1,0
33,11,0,0,1,0
33,12,0,0,0,0
33,13,0,0,0,0
33,14,0,0,0,0
33,15,0,0,0,0
33,16,0,0,0,0
33,17,0,0,1,0
33,18,8,0,1,0
33,19,3,0,0,0
33,20,0,0,0,0
33,21,0,0,0,0
33,22,0,0,0,0
33,23,0,0,0,0
33,24,0,0,1,0
33,25,0,0,1,0
33,26,0,0,0,0
33,27,0,0,0,0
33,28,0,0,0,0
33,29,0,0,0,0
33,30,0,0,0,0
34,1,0,0,1,0
34,2,0,0,0,0
34,3,1,0,0,0
35,1,0,0,0,0
35,2,0,0,0,0
35,3,0,0,1,0
35,4,0,0,1,0
35,5,0,0,0,0
35,6,0,0,0,0
35,7,0,0,0,0
35,8,16,0,0,0
35,9,6,0,0,0
35,10,0,0,1,0
35,11,0,0,1,0
35,12,0,0,0,0
35,13,0,0,0,0
35,14,0,0,0,0
35,15,0,0,0,0
35,16,0,0,0,0
35,17,9,0,1,0
35,18,7,0,1,0
35,19,7,0,0,0
35,20,0,0,0,0
35,21,0,0,0,0
35,22,10,0,0,0
36,1,0,1,0,0
36,2,0,1,0,0
36,3,0,1,0,0
36,4,0,1,0,0
36,5,0,1,1,0
36,6,0,1,1,0
36,7,0,1,0,0
36,8,0,1,0,0
36,9,0,1,0,0
36,10,0,1,0,0
36,11,0,1,0,0
36,12,16,1,1,0
36,13,0,1,1,0
36,14,0,1,0,0
36,15,0,1,0,0
36,16,0,1,0,0
36,17,0,1,0,0
36,18,0,1,0,0
36,19,0,1,1,0
36,20,0,1,1,0
36,21,0,1,0,0
36,22,0,1,0,0
36,23,0,1,0,0
36,24,0,1,0,0
36,25,0,1,0,0
36,26,0,1,1,0
36,27,0,1,1,0
36,28,0,1,0,0
36,29,0,1,0,0
36,30,0,1,0,0
37,1,3,0,1,1
37,2,0,0,0,1
37,3,0,0,0,1
37,4,2,0,0,1
37,5,0,0,0,1
37,6,0,0,0,1
37,7,0,0,1,1
37,8,0,0,1,1
37,9,0,0,0,1
37,10,0,0,0,1
37,11,0,0,0,1
37,12,0,0,0,1
37,13,0,0,0,1
37,14,2,0,1,1
37,15,2,0,1,1
37,16,0,0,0,1
37,17,0,0,0,1
37,18,0,0,0,1
37,19,0,0,0,1
37,20,0,0,0,1
37,21,0,0,1,1
37,22,3,0,1,1
37,23,0,0,0,1
37,24,0,0,0,1
37,25,0,0,0,1
37,26,0,0,0,1
37,27,0,0,0,1
37,28,0,0,1,1
37,29,1,0,1,1
37,30,1,0,0,1
38,1,2,1,0,0
38,2,2,1,0,0
38,3,2,1,0,0
38,4,2,1,0,0
38,5,0,1,0,0
38,6,2,1,1,0
38,7,2,1,1,0
38,8,2,1,0,0
38,9,1,1,0,0
38,10,2,1,0,0
38,11,1,1,0,0
38,12,0,1,0,0
38,13,0,1,1,0
38,14,0,1,1,0
38,15,0,1,0,0
38,16,0,1,0,0
38,17,1,1,0,0
38,18,0,1,0,0
38,19,0,1,0,0
38,20,0,1,1,0
38,21,0,1,1,0
38,22,0,1,0,0
38,23,0,1,0,0
38,24,1,1,0,0
38,25,0,1,0,0
38,26,0,1,0,0
38,27,0,1,1,0
38,28,0,1,1,0
38,29,0,1,0,0
38,30,0,1,0,0
39,1,2,0,1,0
40,1,3,1,1,1
40,2,0,1,0,1
40,3,32,1,0,1
40,4,2,1,0,1
40,5,0,1,0,1
40,6,0,1,0,1
40,7,1,1,1,1
40,8,0,1,1,1
40,9,0,1,0,1
40,10,0,1,0,1
40,11,0,1,0,1
40,12,0,1,0,1
40,13,0,1,0,1
40,14,6,1,1,1
40,15,0,1,1,1
40,16,10,1,0,1
40,17,0,1,0,1
40,18,0,1,0,1
40,19,0,1,0,1
40,20,0,1,0,1
40,21,6,1,1,1
40,22,0,1,1,1
40,23,0,1,0,1
40,24,0,1,0,1
40,25,12,1,0,1
40,26,0,1,0,1
40,27,0,1,0,1
40,28,0,1,1,1
40,29,8,1,1,1
40,30,5,1,0,1
41,1,0,0,1,0
41,2,0,0,0,0
41,3,0,0,0,0
41,4,1,0,0,0
41,5,0,0,0,0
41,6,0,0,1,0
41,7,0,0,1,0
41,8,1,0,0,0
41,9,1,0,0,0
41,10,0,0,0,0
41,11,0,0,0,0
41,12,0,0,0,0
41,13,0,0,1,0
41,14,0,0,1,0
41,15,0,0,0,0
41,16,0,0,0,0
41,17,0,0,0,0
41,18,0,0,0,0
41,19,0,0,0,0
41,20,0,0,1,0
41,21,0,0,1,0
41,22,0,0,0,0
41,23,1,0,0,0
41,24,1,0,0,0
41,25,0,0,0,0
41,26,0,0,0,0
41,27,0,0,1,0
41,28,0,0,1,0
41,29,0,0,0,0
41,30,0,0,0,0
42,1,3,0,1,0
42,2,6,0,1,0
42,3,8,0,0,0
42,4,0,0,0,0
42,5,0,0,0,0
42,6,3,0,0,0
43,1,2,1,0,0
43,2,1,1,0,0
43,3,0,1,0,0
43,4,6,1,0,0
43,5,0,1,0,0
43,6,0,1,1,0
43,7,4,1,1,0
43,8,0,1,0,0
43,9,0,1,0,0
43,10,0,1,0,0
43,11,0,1,0,0
43,12,0,1,0,0
43,13,0,1,1,0
43,14,3,1,1,0
43,15,0,1,0,0
43,16,1,1,0,0
43,17,0,1,0,0
43,18,0,1,0,0
43,19,0,1,0,0
43,20,2,1,1,0
43,21,1,1,1,0
43,22,0,1,0,0
43,23,1,1,0,0
43,24,0,1,0,0
43,25,0,1,0,0
43,26,0,1,0,0
43,27,3,1,1,0
43,28,0,1,1,0
43,29,0,1,0,0
43,30,0,1,0,0
44,1,1,1,0,0
44,2,1,1,1,0
44,3,1,1,1,0
44,4,5,1,0,0
44,5,1,1,0,0
44,6,1,1,0,0
44,7,0,1,0,0
44,8,0,1,0,0
44,9,0,1,1,0
44,10,0,1,1,0
44,11,0,1,0,0
44,12,0,1,0,0
44,13,1,1,0,0
44,14,1,1,0,0
44,15,0,1,0,0
44,16,1,1,1,0
44,17,0,1,1,0
44,18,0,1,0,0
44,19,1,1,0,0
44,20,0,1,0,0
44,21,0,1,0,0
44,22,1,1,0,0
44,23,1,1,1,0
44,24,0,1,1,0
44,25,1,1,0,0
44,26,0,1,0,0
44,27,0,1,0,0
44,28,0,1,0,0
44,29,0,1,0,0
44,30,1,1,1,0
45,1,2,0,0,0
45,2,2,0,0,0
45,3,2,0,1,0
45,4,4,0,1,0
45,5,4,0,0,0
45,6,0,0,0,0
45,7,5,0,0,0
45,8,0,0,0,0
45,9,0,0,0,0
45,10,0,0,1,0
45,11,0,0,1,0
45,12,0,0,0,0
45,13,0,0,0,0
45,14,0,0,0,0
45,15,0,0,0,0
45,16,0,0,0,0
45,17,0,0,1,0
45,18,0,0,1,0
45,19,0,0,0,0
45,20,0,0,0,0
45,21,0,0,0,0
45,22,0,0,0,0
45,23,0,0,0,0
45,24,4,0,1,0
45,25,5,0,1,0
45,26,0,0,0,0
45,27,0,0,0,0
45,28,0,0,0,0
45,29,0,0,0,0
45,30,0,0,0,0
46,1,1,0,1,0
46,2,1,0,0,0
46,3,3,0,0,0
46,4,3,0,0,0
46,5,0,0,0,0
46,6,0,0,0,0
46,7,0,0,1,0
46,8,0,0,1,0
46,9,0,0,0,0
46,10,0,0,0,0
46,11,0,0,0,0
46,12,0,0,0,0
46,13,0,0,0,0
46,14,6,0,1,0
46,15,5,0,1,0
46,16,0,0,0,0
46,17,0,0,0,0
46,18,0,0,0,0
46,19,0,0,0,0
46,20,0,0,0,0
46,21,0,0,1,0
46,22,0,0,1,0
46,23,0,0,0,0
46,24,0,0,0,0
46,25,0,0,0,0
46,26,0,0,0,0
46,27,0,0,0,0
46,28,0,0,1,0
46,29,0,0,1,0
46,30,0,0,0,0
47,1,0,0,0,0
47,2,0,0,0,0
47,3,0,0,0,0
47,4,1,0,0,0
47,5,0,0,1,0
47,6,0,0,1,0
47,7,0,0,0,0
47,8,0,0,0,0
47,9,0,0,0,0
47,10,0,0,0,0
47,11,0,0,0,0
47,12,0,0,1,0
47,13,0,0,1,0
47,14,0,0,0,0
47,15,0,0,0,0
47,16,0,0,0,0
47,17,0,0,0,0
47,18,0,0,0,0
47,19,0,0,1,0
47,20,0,0,1,0
47,21,0,0,0,0
47,22,0,0,0,0
47,23,0,0,0,0
47,24,0,0,0,0
47,25,0,0,0,0
47,26,0,0,1,0
47,27,0,0,1,0
47,28,0,0,0,0
47,29,0,0,0,0
47,30,0,0,0,0
48,1,5,1,0,0
48,2,0,1,0,0
48,3,0,1,0,0
48,4,3,1,0,0
48,5,0,1,1,0
48,6,2,1,1,0
48,7,0,1,0,0
48,8,0,1,0,0
48,9,6,1,0,0
48,10,0,1,0,0
48,11,0,1,0,0
48,12,0,1,1,0
48,13,0,1,1,0
48,14,0,1,0,0
48,15,0,1,0,0
48,16,0,1,0,0
48,17,0,1,0,0
48,18,0,1,0,0
48,19,0,1,1,0
48,20,0,1,1,0
48,21,0,1,0,0
48,22,0,1,0,0
48,23,0,1,0,0
48,24,0,1,0,0
48,25,0,1,0,0
48,26,0,1,1,0
48,27,0,1,1,0
48,28,0,1,0,0
48,29,0,1,0,0
48,30,0,1,0,0
49,1,0,0,0,0
49,2,5,0,1,0
49,3,0,0,1,0
49,4,0,0,0,0
49,5,3,0,0,0
50,1,4,1,0,0
50,2,0,1,0,0
50,3,1,1,0,0
50,4,2,1,1,0
50,5,9,1,1,0
50,6,2,1,0,0
50,7,2,1,0,0
50,8,5,1,0,0
50,9,6,1,0,0
50,10,0,1,0,0
50,11,3,1,1,0
50,12,0,1,1,0
50,13,0,1,0,0
50,14,0,1,0,0
50,15,0,1,0,0
